Activity ID	Primary Resource	Activity Name	T+1 Start (BL1)	T+1 Finish (BL1)	T-0 Start (BL0)	T-0 Finish (BL0)
 VCB-MLP-285.117a	MIP.IC proc	CROSBY GAUGES  - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Nov-16	07-Nov-16
 VCB-MLP-285.117b	MIP.IC proc	CROSBY GAUGES  - Rev00 - Draft	08-Nov-16	30-Nov-16	08-Nov-16	30-Nov-16
 VCB-MLP-285.118a	MIP.IC proc	MERCURY MANOMETER CERTIFICATION  - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Nov-16	07-Nov-16
 VCB-MLP-285.118b	MIP.IC proc	MERCURY MANOMETER CERTIFICATION  - Rev00 - Draft	08-Nov-16	30-Nov-16	08-Nov-16	30-Nov-16
 VCB-MLP-285.119a	MIP.IC proc	HEISE SERIES 7 DIGITAL VACUUM INDICATOR  - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Nov-16	07-Nov-16
 VCB-MLP-285.119b	MIP.IC proc	HEISE SERIES 7 DIGITAL VACUUM INDICATOR  - Rev00 - Draft	08-Nov-16	30-Nov-16	08-Nov-16	30-Nov-16
 VCB-MLP-285.249c01	MIP.IC proc	RIS SERIES DPG-700 DIGITAL PRESSURE GAUGES  - Rev00 - Review	03-Oct-16	02-Nov-16	03-Oct-16	04-Nov-16
 VCB-MLP-285.249CW	MIP.IC proc	RIS SERIES DPG-700 DIGITAL PRESSURE GAUGES - Rev00 - C-Res1	03-Nov-16	11-Nov-16	04-Nov-16	11-Nov-16
 VCB-MLP-285.249CX	MIR.IC supv	RIS SERIES DPG-700 DIGITAL PRESSURE GAUGES - Rev00 - C-QR	14-Nov-16	05-Dec-16	14-Nov-16	08-Dec-16
 VCB-MLP-285.249CY	MIR.IC supv	RIS SERIES DPG-700 DIGITAL PRESSURE GAUGES - Rev00 - C-5059	14-Nov-16	05-Dec-16	14-Nov-16	08-Dec-16
 VCB-MMP-255.001CZ	MMP.Mech proc	GENERAL HEAT EXCHANGER CLEANING AND TUBE PLUGGING - Rev00 - C-Res2	28-Oct-16	07-Nov-16	28-Oct-16	07-Nov-16
 VCB-MMP-255.001d	MMR.Mech supv	GENERAL HEAT EXCHANGER CLEANING AND TUBE PLUGGING - Rev00 - Approval	08-Nov-16	21-Dec-16	08-Nov-16	21-Dec-16
 VCB-MMP-ACT-0006CX	MMR.Mech supv	FEEDWATER ISOLATION VALVE ACTUATOR MAINTENANCE - Rev00 - C-QR	27-Oct-16	15-Nov-16	27-Oct-16	15-Nov-16
 VCB-MMP-ACT-0006CZ	MMP.Mech proc	FEEDWATER ISOLATION VALVE ACTUATOR MAINTENANCE - Rev00 - C-Res2	16-Nov-16	28-Nov-16	16-Nov-16	28-Nov-16
 VCB-MMP-ACT-0006d	MMR.Mech supv	FEEDWATER ISOLATION VALVE ACTUATOR MAINTENANCE - Rev00 - Approval	29-Nov-16	12-Jan-17	28-Nov-16	12-Jan-17
 VCB-MMP-ACT-0120c01	MMP.Mech proc	ROTORK MODEL 14 ACTUATOR REFURBISHMENT AND MAINTENANCE - Rev00 - Review	13-Oct-16	10-Nov-16	13-Oct-16	10-Nov-16
 VCB-MMP-ACT-0120CW	MMP.Mech proc	ROTORK MODEL 14 ACTUATOR REFURBISHMENT AND MAINTENANCE - Rev00 - C-Res1	11-Nov-16	21-Nov-16	11-Nov-16	21-Nov-16
 VCB-MMP-ACT-0120CX	MMR.Mech supv	ROTORK MODEL 14 ACTUATOR REFURBISHMENT AND MAINTENANCE - Rev00 - C-QR	22-Nov-16	13-Dec-16	22-Nov-16	13-Dec-16
 VCB-MMP-ACT-0120CY	MMR.Mech supv	ROTORK MODEL 14 ACTUATOR REFURBISHMENT AND MAINTENANCE - Rev00 - C-5059	22-Nov-16	22-Nov-16	22-Nov-16	22-Nov-16
 VCB-MMP-BLT-0001CW	MMP.Mech proc	Bolting, Flange Connection and Torguing - Rev00 - C-Res1	28-Oct-16	07-Nov-16	01-Nov-16	10-Nov-16
 VCB-MMP-BLT-0001CX	MMR.Mech supv	Bolting, Flange Connection and Torguing - Rev00 - C-QR	08-Nov-16	29-Nov-16	11-Nov-16	28-Nov-16
 VCB-MMP-BLT-0001CY	MMR.Mech supv	Bolting, Flange Connection and Torguing - Rev00 - C-5059	08-Nov-16	08-Nov-16	08-Nov-16	08-Nov-16
 VCB-MMP-BLT-0001CZ	MMP.Mech proc	Bolting, Flange Connection and Torguing - Rev00 - C-Res2	30-Nov-16	08-Dec-16	30-Nov-16	08-Dec-16
 VCB-MMP-HVC-0002b	MMP.Mech proc	GENERAL MAINTENANCE OF FIRE DAMPERS - Rev00 - Draft	01-Nov-16	30-Dec-16	04-Nov-16	05-Jan-17
 VCB-MMP-HVC-0201b	MMP.Mech proc	MAINTENANCE OF HVAC MECHANICAL WATER CHILLERS - Rev00 - Draft	07-Nov-16	06-Jan-17	07-Nov-16	06-Jan-17
 VCB-MMP-MAN-0102b	MMP.Mech proc	REACTOR BUILDING EQUIPMENT HATCH MAINTENANCE - Rev00 - Draft	07-Nov-16	06-Jan-17	07-Nov-16	06-Jan-17
 VCB-MMP-PMP-0005d	MMR.Mech supv	SFS COOLING PUMP (MP01 A/B) MAINTENANCE - Rev00 - Approval	25-Oct-16	07-Nov-16	25-Oct-16	07-Nov-16
 VCB-MMP-PMP-0009d	MMR.Mech supv	RNS PUMP (RNS-MP01 A/B) MAINTENANCE - Rev00 - Approval	26-Oct-16	08-Nov-16	26-Oct-16	09-Nov-16
 VCB-MMP-PMP-0010b	MMP.Mech proc	RNS PUMP MECHANICAL SEAL AND BEARING MAINTENANCE - Rev00 - Draft	09-Sep-16	03-Nov-16	09-Sep-16	08-Nov-16
 VCB-MMP-PMP-0010c01	MMP.Mech proc	RNS PUMP MECHANICAL SEAL AND BEARING MAINTENANCE - Rev00 - Review	04-Nov-16	06-Dec-16	10-Nov-16	12-Dec-16
 VCB-MMP-PMP-0011c01	MMP.Mech proc	CCS Service Pump (MP01 A/B) Maintenance - Rev00 - Review	10-Oct-16	07-Nov-16	10-Oct-16	09-Nov-16
 VCB-MMP-PMP-0011CW	MMP.Mech proc	CCS Service Pump (MP01 A/B) Maintenance - Rev00 - C-Res1	08-Nov-16	16-Nov-16	10-Nov-16	18-Nov-16
 VCB-MMP-PMP-0011CX	MMR.Mech supv	CCS Service Pump (MP01 A/B) Maintenance - Rev00 - C-QR	17-Nov-16	08-Dec-16	18-Nov-16	09-Dec-16
 VCB-MMP-PMP-0011CY	MMR.Mech supv	CCS Service Pump (MP01 A/B) Maintenance - Rev00 - C-5059	17-Nov-16	17-Nov-16	18-Nov-16	18-Nov-16
 VCB-MMP-PMP-0017d	MMR.Mech supv	CDS Service Pump (MP01 A/B/C) Maintenance - Rev00 - Approval	25-Oct-16	07-Nov-16	25-Oct-16	07-Nov-16
 VCB-MMP-PMP-0019CW	MMP.Mech proc	RAW WATER PUMP (RWS-MP03 A/B/C) MAINTENANCE - Rev00 - C-Res1	27-Oct-16	04-Nov-16	27-Oct-16	04-Nov-16
 VCB-MMP-PMP-0019CX	MMR.Mech supv	RAW WATER PUMP (RWS-MP03 A/B/C) MAINTENANCE - Rev00 - C-QR	07-Nov-16	28-Nov-16	11-Nov-16	28-Nov-16
 VCB-MMP-PMP-0019CY	MMR.Mech supv	RAW WATER PUMP (RWS-MP03 A/B/C) MAINTENANCE - Rev00 - C-5059	07-Nov-16	07-Nov-16	09-Nov-16	09-Nov-16
 VCB-MMP-PMP-0019CZ	MMP.Mech proc	RAW WATER PUMP (RWS-MP03 A/B/C) MAINTENANCE - Rev00 - C-Res2	29-Nov-16	07-Dec-16	29-Nov-16	09-Dec-16
 VCB-MMP-PMP-0022CX	MMR.Mech supv	STARTUP FEEDWATER PUMP (MP03A/B) MAINTENANCE - Rev00 - C-QR	20-Oct-16	07-Nov-16	20-Oct-16	07-Nov-16
 VCB-MMP-PMP-0022CZ	MMP.Mech proc	STARTUP FEEDWATER PUMP (MP03A/B) MAINTENANCE - Rev00 - C-Res2	08-Nov-16	16-Nov-16	08-Nov-16	16-Nov-16
 VCB-MMP-PMP-0022d	MMR.Mech supv	STARTUP FEEDWATER PUMP (MP03A/B) MAINTENANCE - Rev00 - Approval	17-Nov-16	02-Dec-16	17-Nov-16	02-Dec-16
 VCB-MMP-PMP-0051CX	MMR.Mech supv	FPS FIRE PUMP (MP01 A/B) MAINTENANCE - Rev00 - C-QR	28-Oct-16	16-Nov-16	01-Nov-16	09-Nov-16
 VCB-MMP-PMP-0051CY	MMR.Mech supv	FPS FIRE PUMP (MP01 A/B) MAINTENANCE - Rev00 - C-5059	28-Oct-16	28-Oct-16	01-Nov-16	01-Nov-16
 VCB-MMP-PMP-0051CZ	MMP.Mech proc	FPS FIRE PUMP (MP01 A/B) MAINTENANCE - Rev00 - C-Res2	17-Nov-16	29-Nov-16	10-Nov-16	18-Nov-16
 VCB-MMP-PMP-0051d	MMR.Mech supv	FPS FIRE PUMP (MP01 A/B) MAINTENANCE - Rev00 - Approval	30-Nov-16	13-Dec-16	18-Nov-16	05-Dec-16
 VCB-MMP-TOF-0201c01	MMP.Mech proc	BALL FLOAT MAINTENANCE - Rev00 - Review	07-Oct-16	04-Nov-16	07-Oct-16	04-Nov-16
 VCB-MMP-TOF-0201CW	MMP.Mech proc	BALL FLOAT MAINTENANCE - Rev00 - C-Res1	07-Nov-16	15-Nov-16	09-Nov-16	17-Nov-16
 VCB-MMP-TOF-0201CX	MMR.Mech supv	BALL FLOAT MAINTENANCE - Rev00 - C-QR	16-Nov-16	07-Dec-16	18-Nov-16	09-Dec-16
 VCB-MMP-TOF-0201CY	MMR.Mech supv	BALL FLOAT MAINTENANCE - Rev00 - C-5059	16-Nov-16	16-Nov-16	18-Nov-16	18-Nov-16
 VCB-MMP-TST-0001CX	MMR.Mech supv	LEAK TESTING - Rev00 - C-QR	21-Oct-16	09-Nov-16	21-Oct-16	09-Nov-16
 VCB-MMP-TST-0001CZ	MMP.Mech proc	LEAK TESTING - Rev00 - C-Res2	10-Nov-16	18-Nov-16	10-Nov-16	18-Nov-16
 VCB-MMP-TST-0001d	MMR.Mech supv	LEAK TESTING - Rev00 - Approval	21-Nov-16	06-Jan-17	18-Nov-16	05-Jan-17
 VCB-MMP-VLV-0701c01	MMP.Mech proc	TESTING & REPAIR/ REFURBISHMENT OF RELIEF VALVES - Rev00 - Review	01-Nov-16	01-Dec-16	09-Nov-16	09-Dec-16
 VCB-MMP-VLV-0703b	MMP.Mech proc	MAIN STEAM SAFETY RELIEF VALVE MAINTENANCE - Rev00 - Draft	14-Nov-16	13-Jan-17	14-Nov-16	13-Jan-17
 VCB-OAP-0108.3c	OP.Ops Proc	Operations Outage Contingency Plans - Rev00 - Review	21-Oct-16	18-Nov-16	21-Oct-16	18-Nov-16
 VCB-OAP-0108.3cW	OP.Ops Proc	Operations Outage Contingency Plans - Rev00 - C-Res1	21-Nov-16	01-Dec-16	28-Nov-16	06-Dec-16
 VCB-OAP-0108.4c	OP.Ops Proc	Operations Outage Control of Containment Penetrations - Rev00 - Review	21-Oct-16	18-Nov-16	21-Oct-16	18-Nov-16
 VCB-OAP-0108.4cW	OP.Ops Proc	Operations Outage Control of Containment Penetrations - Rev00 - C-Res1	21-Nov-16	01-Dec-16	28-Nov-16	06-Dec-16
 VCB-OAP-0114.1c	OP.Ops Proc	Protected Equipment Placards - Rev00 - Review	21-Oct-16	18-Nov-16	21-Oct-16	18-Nov-16
 VCB-OAP-0114.1cW	OP.Ops Proc	Protected Equipment Placards - Rev00 - C-Res1	21-Nov-16	01-Dec-16	28-Nov-16	06-Dec-16
 VCB-PS-AG-0003d	DM16.DM Eng-PSE (Sterdis)	ENVIRONMENTAL QUALIFICATION AGING THEORY - Rev00 - Approval	15-Aug-14	01-Nov-16	15-Aug-14	01-Dec-16
 VCB-PS-AG-0006d	DM16.DM Eng-PSE (Sterdis)	NEW PSE EMPLOYEE GUIDE AND PROGRAM SYSTEM OR COMPONENT RESPONSIBILITY TURNOVER - Rev00 - Approval	01-Nov-16	02-Nov-16	09-Nov-16	09-Nov-16
 VCB-PS-AG-0006e	PSE29.McLellan-PSE	NEW PSE EMPLOYEE GUIDE AND PROGRAM SYSTEM OR COMPONENT RESPONSIBILITY TURNOVER - Rev00 - Validate	03-Nov-16	03-Nov-16	09-Nov-16	09-Nov-16
 VCB-PS-AG-0010d	DM16.DM Eng-PSE (Sterdis)	Reviewing Environmental Qualification Test Reports - Rev00 - Approval	01-Apr-16	08-Nov-16	01-Apr-16	08-Dec-16
 VCB-PS-AG-0019c01	PSE20.Post-PSE	BORIC ACID CORROSION EVALUATION - Rev00 - Review	28-Oct-16	14-Nov-16	28-Oct-16	15-Nov-16
 VCB-PS-AG-0019CX	PSE02.Shank-PSE	BORIC ACID CORROSION EVALUATION - Rev00 - C-QR			31-Oct-16	29-Nov-16
 VCB-PS-AG-0019CY	PSE20.Post-PSE	BORIC ACID CORROSION EVALUATION - Rev00 - C-5059			31-Oct-16	16-Nov-16
 VCB-PS-AG-0019CZ	PSE20.Post-PSE	BORIC ACID CORROSION EVALUATION - Rev00 - C-Res2	15-Nov-16	21-Nov-16	16-Nov-16	30-Nov-16
 VCB-PS-AG-0019d	DM16.DM Eng-PSE (Sterdis)	BORIC ACID CORROSION EVALUATION - Rev00 - Approval	22-Nov-16	06-Dec-16	01-Dec-16	13-Dec-16
 VCB-PS-AG-0021c01	PSE16.Felch-PSE	AOV System Level Review Guide - Rev00 - Review	14-Nov-16	05-Dec-16	01-Dec-16	20-Dec-16
 VCB-PS-AG-0021CX	PSE21.Troficanto-PSE	AOV System Level Review Guide - Rev00 - C-QR	14-Nov-16	05-Dec-16	01-Dec-16	20-Dec-16
 VCB-PS-AG-0021CY	PSE16.Felch-PSE	AOV System Level Review Guide - Rev00 - C-5059	14-Nov-16	05-Dec-16	01-Dec-16	20-Dec-16
 VCB-PS-AG-0026c01	PSE16.Felch-PSE	AOV Component Level Review Guide - Rev00 - Review	07-Nov-16	28-Nov-16	01-Dec-16	20-Dec-16
 VCB-PS-AG-0026CX	PSE21.Troficanto-PSE	AOV Component Level Review Guide - Rev00 - C-QR	07-Nov-16	28-Nov-16	01-Dec-16	20-Dec-16
 VCB-PS-AG-0026CY	PSE16.Felch-PSE	AOV Component Level Review Guide - Rev00 - C-5059	07-Nov-16	28-Nov-16	01-Dec-16	14-Dec-16
 VCB-PS-AG-0026CZ	PSE16.Felch-PSE	AOV Component Level Review Guide - Rev00 - C-Res2	29-Nov-16	07-Dec-16	21-Dec-16	03-Jan-17
 VCB-PS-AG-0028CX	PSE21.Troficanto-PSE	Tube Plugging Criteria and Tube Plugging Limit - Rev00 - C-QR	01-Nov-16	18-Nov-16	11-Nov-16	14-Nov-16
 VCB-PS-AG-0028CY	PSE21.Troficanto-PSE	Tube Plugging Criteria and Tube Plugging Limit - Rev00 - C-5059	01-Nov-16	18-Nov-16	11-Nov-16	14-Nov-16
 VCB-PS-AG-0028CZ	PSE17.Metzger-PSE	Tube Plugging Criteria and Tube Plugging Limit - Rev00 - C-Res2	21-Nov-16	01-Dec-16	15-Nov-16	15-Nov-16
 VCB-PS-AG-30CX	PSE21.Troficanto-PSE	EDDY CURRENT TESTING - Rev00 - C-QR	14-Oct-16	02-Nov-16	14-Oct-16	02-Nov-16
 VCB-PS-AG-30CY	PSE21.Troficanto-PSE	EDDY CURRENT TESTING - Rev00 - C-5059	14-Oct-16	02-Nov-16	14-Oct-16	01-Nov-16
 VCB-PS-AG-30CZ	PSE17.Metzger-PSE	EDDY CURRENT TESTING - Rev00 - C-Res2	03-Nov-16	11-Nov-16	03-Nov-16	11-Nov-16
 VCB-PS-AG-30d	DM16.DM Eng-PSE (Sterdis)	EDDY CURRENT TESTING - Rev00 - Approval	14-Nov-16	29-Nov-16	01-Dec-16	14-Dec-16
 VCB-PS-AG-35CX	PSE21.Troficanto-PSE	HEAT EXCHANGER INSPECTION - Rev00 - C-QR	14-Oct-16	02-Nov-16	14-Oct-16	02-Nov-16
 VCB-PS-AG-35CY	PSE21.Troficanto-PSE	HEAT EXCHANGER INSPECTION - Rev00 - C-5059	14-Oct-16	02-Nov-16	14-Oct-16	02-Nov-16
 VCB-PS-AG-35CZ	PSE17.Metzger-PSE	HEAT EXCHANGER INSPECTION - Rev00 - C-Res2	03-Nov-16	11-Nov-16	03-Nov-16	11-Nov-16
 VCB-PS-AG-35d	DM16.DM Eng-PSE (Sterdis)	HEAT EXCHANGER INSPECTION - Rev00 - Approval	14-Nov-16	29-Nov-16	01-Dec-16	14-Dec-16
 VCB-PSEG-04a	PSETBD.ENG (TBD) PSE	DESIGN CHANGE REVIEW - Rev00 - Preparation	01-Nov-16	08-Nov-16	03-Apr-17	10-Apr-17
 VCB-PSEG-04b	PSETBD.ENG (TBD) PSE	DESIGN CHANGE REVIEW - Rev00 - Draft	09-Nov-16	01-Dec-16	11-Apr-17	02-May-17
 VCB-PSEG-31cX	PSE16.Felch-PSE	SOER 07-02 INTAKE ENVIRONMENTAL AND DESIGN EVALUATION - Rev00 - C-QR	25-Oct-16	11-Nov-16	25-Oct-16	15-Nov-16
 VCB-PSEG-31cY	PSE07.Free-PSE	SOER 07-02 INTAKE ENVIRONMENTAL AND DESIGN EVALUATION - Rev00 - C-5059	24-Oct-16	10-Nov-16	24-Oct-16	14-Nov-16
 VCB-PSEG-31CZ	PSE07.Free-PSE	SOER 07-02 INTAKE ENVIRONMENTAL AND DESIGN EVALUATION - Rev00 - C-Res2	14-Nov-16	22-Nov-16	15-Nov-16	15-Nov-16
 VCB-PSEG-31d	DM16.DM Eng-PSE (Sterdis)	SOER 07-02 INTAKE ENVIRONMENTAL AND DESIGN EVALUATION - Rev00 - Approval	23-Nov-16	08-Dec-16	01-Dec-16	14-Dec-16
 VCB-REP-1000e	E46.Van Sicklen-F&A	Special Nuclear Material Program Administration and Organization - Validate	01-Nov-16	07-Nov-16	07-Nov-16	11-Nov-16
 VCB-REP-1001e	E46.Van Sicklen-F&A	Special Nuclear Material Control - Validate	01-Nov-16	07-Nov-16	07-Nov-16	11-Nov-16
 VCB-REP-1002e	E46.Van Sicklen-F&A	Special Nuclear Material Physical Inventory - Validate	01-Nov-16	07-Nov-16	07-Nov-16	11-Nov-16
 VCB-REP-1003e	E46.Van Sicklen-F&A	Special Nuclear Material Reporting - Validate	01-Nov-16	07-Nov-16	07-Nov-16	11-Nov-16
 VCB-REP-109.002a	E46.Van Sicklen-F&A	INVERSE COUNT RATE RATIO PLOT (See APP-GW-GJP-111) - Rev00 - Preparation	01-Nov-16	08-Nov-16	07-Nov-16	14-Nov-16
 VCB-REP-109.002b	E46.Van Sicklen-F&A	INVERSE COUNT RATE RATIO PLOT (See APP-GW-GJP-111) - Rev00 - Draft	09-Nov-16	01-Dec-16	15-Nov-16	07-Dec-16
 VCB-SAP-0119a	PSE29.McLellan-PSE	CONTROL OF THE STATION CALORIMETRIC COMPUTER PROGRAM - Rev00 - Preparation	02-Nov-16	08-Nov-16	04-Apr-17	10-Apr-17
 VCB-SAP-0119b	PSE29.McLellan-PSE	CONTROL OF THE STATION CALORIMETRIC COMPUTER PROGRAM - Rev00 - Draft	09-Nov-16	01-Dec-16	11-Apr-17	02-May-17
 VCB-SAP-0128c01	PSETBD.ENG (TBD) PSE	Electromagnetic Compatibility (EMC) Program - Rev00 - Review	09-Aug-16	03-Nov-16	09-Aug-16	08-Nov-16
 VCB-SAP-0128CX	DE02.Howell-DE	Electromagnetic Compatibility (EMC) Program - Rev00 - C-QR	14-Oct-16	02-Nov-16	14-Oct-16	02-Nov-16
 VCB-SAP-0128CY	PSE37.Copeland-PSE	Electromagnetic Compatibility (EMC) Program - Rev00 - C-5059	01-Nov-16	18-Nov-16	01-Dec-16	20-Dec-16
 VCB-SAP-0128CZ	PSE2.Jim Bringley-SupvPSE	Electromagnetic Compatibility (EMC) Program - Rev00 - C-Res2	21-Nov-16	01-Dec-16	21-Dec-16	03-Jan-17
 VCB-SAP-0143d	DM16.DM Eng-PSE (Sterdis)	PREVENTATIVE MAINTENANCE PROGRAM - Rev00 - Approval	30-Jun-16	02-Nov-16	30-Jun-16	02-Nov-16
 VCB-SAP-0158CX	PSE29.McLellan-PSE	STEAM GENERATOR MANAGEMENT PROGRAM - Rev00 - C-QR	13-Oct-16	01-Nov-16	02-Nov-16	02-Nov-16
 VCB-SAP-0158CY	PSE02.Shank-PSE	STEAM GENERATOR MANAGEMENT PROGRAM - Rev00 - C-5059	13-Oct-16	01-Nov-16	02-Nov-16	07-Nov-16
 VCB-SAP-0158CZ	PSE19.McCorvey-PSE	STEAM GENERATOR MANAGEMENT PROGRAM - Rev00 - C-Res2	02-Nov-16	10-Nov-16	04-Nov-16	23-Nov-16
 VCB-SAP-0158d	DM16.DM Eng-PSE (Sterdis)	STEAM GENERATOR MANAGEMENT PROGRAM - Rev00 - Approval	11-Nov-16	28-Nov-16	23-Nov-16	01-Dec-16
 VCB-SAP-0159c01	PSE16.Felch-PSE	Air Operated Valve (AOV) Program - Rev00 - Review	31-Oct-16	21-Nov-16	31-Oct-16	23-Nov-16
 VCB-SAP-0159CX	PSE21.Troficanto-PSE	Air Operated Valve (AOV) Program - Rev00 - C-QR	01-Nov-16	18-Nov-16	01-Dec-16	20-Dec-16
 VCB-SAP-0159CY	PSE16.Felch-PSE	Air Operated Valve (AOV) Program - Rev00 - C-5059	01-Nov-16	18-Nov-16	01-Dec-16	20-Dec-16
 VCB-SAP-0159CZ	PSE16.Felch-PSE	Air Operated Valve (AOV) Program - Rev00 - C-Res2	21-Nov-16	01-Dec-16	21-Dec-16	03-Jan-17
 VCB-SAP-0160c01	PSE06.Terry-PSE	MOTOR OPERATED VALVE PROGRAM - Rev00 - Review	24-Oct-16	21-Nov-16	24-Oct-16	29-Nov-16
 VCB-SAP-0160CX	PSE27.Dao-PSE	MOTOR OPERATED VALVE PROGRAM - Rev00 - C-QR	01-Nov-16	18-Nov-16	01-Dec-16	20-Dec-16
 VCB-SAP-0160CY	PSE06.Terry-PSE	MOTOR OPERATED VALVE PROGRAM - Rev00 - C-5059	01-Nov-16	18-Nov-16	21-Nov-16	21-Nov-16
 VCB-SAP-0160CZ	PSE06.Terry-PSE	MOTOR OPERATED VALVE PROGRAM - Rev00 - C-Res2	21-Nov-16	01-Dec-16	21-Dec-16	03-Jan-17
 VCB-SAP-0161CX	PSE21.Troficanto-PSE	SNUBBER PROGRAM DOCUMENT - Rev00 - C-QR	21-Oct-16	03-Nov-16	21-Oct-16	04-Nov-16
 VCB-SAP-0161CY	PSE20.Post-PSE	SNUBBER PROGRAM DOCUMENT - Rev00 - C-5059	21-Oct-16	03-Nov-16	21-Oct-16	08-Nov-16
 VCB-SAP-0161CZ	PSE20.Post-PSE	SNUBBER PROGRAM DOCUMENT - Rev00 - C-Res2	04-Nov-16	14-Nov-16	11-Nov-16	16-Nov-16
 VCB-SAP-0161d	DM16.DM Eng-PSE (Sterdis)	SNUBBER PROGRAM DOCUMENT - Rev00 - Approval	15-Nov-16	30-Nov-16	01-Dec-16	14-Dec-16
 VCB-SAP-0162a	PSE07.Free-PSE	GAS INTRUSION MANAGEMENT PROGRAM  - Rev01 - Preparation	18-Feb-16	09-May-16	23-Nov-16	23-Nov-16
 VCB-SAP-0162b	PSE07.Free-PSE	GAS INTRUSION MANAGEMENT PROGRAM - Rev01 - Draft	09-May-16	03-Jun-16	28-Nov-16	28-Nov-16
 VCB-SAP-0162cX	PSE27.Dao-PSE	GAS INTRUSION MANAGEMENT PROGRAM - Rev01 - C-QR	26-Sep-16	30-Sep-16	29-Nov-16	29-Nov-16
 VCB-SAP-0162cY	PSE07.Free-PSE	GAS INTRUSION MANAGEMENT PROGRAM - Rev01 - C-5059	03-Oct-16	03-Oct-16	29-Nov-16	29-Nov-16
 VCB-SAP-0162cZ	PSE07.Free-PSE	GAS INTRUSION MANAGEMENT PROGRAM - Rev01 - C-Res2	28-Sep-16	06-Oct-16	29-Nov-16	29-Nov-16
 VCB-SAP-0162d	DM16.DM Eng-PSE (Sterdis)	GAS INTRUSION MANAGEMENT PROGRAM - Rev01 - Approval	24-Oct-16	02-Nov-16	01-Dec-16	12-Dec-16
 VCB-SAP-0401d	CH.Chem	Primary Water Chemistry Control - Rev00 - Approval	31-Oct-16	18-Nov-16	31-Oct-16	15-Dec-16
 VCB-SAP-0402d	CH.Chem	Secondary Water Chemistry Control - Rev00 - Approval	31-Oct-16	18-Nov-16	31-Oct-16	15-Dec-16
 VCB-SAP-0605c	P1.POM	ADMINISTRATION OF THE CMMS PROGRAM - Rev00 - Review	29-Aug-16	01-Nov-16	29-Aug-16	22-Dec-16
 VCB-SAP-0605CW	P1.POM	ADMINISTRATION OF THE CMMS PROGRAM - Rev00 - C-Res1	02-Nov-16	10-Nov-16	27-Dec-16	05-Jan-17
 VCB-SAP-0605CX	P1.POM	ADMINISTRATION OF THE CMMS PROGRAM - Rev00 - C-QR	11-Nov-16	02-Dec-16	06-Jan-17	25-Jan-17
 VCB-SAP-0605CY	P1.POM	ADMINISTRATION OF THE CMMS PROGRAM - Rev00 - C-5059	11-Nov-16	02-Dec-16	06-Jan-17	25-Jan-17
 VCB-SAP-0642c01	PSE07.Free-PSE	Administration of Welding - Rev00 - Review	26-Oct-16	23-Nov-16	26-Oct-16	06-Dec-16
 VCB-SAP-0642CX	PSE04.Schmick-PSE	Administration of Welding - Rev00 - C-QR	01-Nov-16	18-Nov-16	01-Dec-16	20-Dec-16
 VCB-SAP-0642CY	PSE07.Free-PSE	Administration of Welding - Rev00 - C-5059	01-Nov-16	18-Nov-16	18-Nov-16	21-Nov-16
 VCB-SAP-0642CZ	PSE07.Free-PSE	Administration of Welding - Rev00 - C-Res2	21-Nov-16	01-Dec-16	21-Dec-16	03-Jan-17
 VCB-SAP-0703CW	OP.Ops Proc	Controls for VCS2's Unit 2/3 Zone andVCS T2/3Switchyards' Activities - Rev00 - C-Res1	01-Nov-16	09-Nov-16	01-Feb-17	09-Feb-17
 VCB-SAP-0703CX	OP.Ops Proc	Controls for VCS2's Unit 2/3 Zone andVCS T2/3Switchyards' Activities - Rev00 - C-QR	10-Nov-16	01-Dec-16	10-Feb-17	01-Mar-17
 VCB-SAP-0703CY	OP.Ops Proc	Controls for VCS2's Unit 2/3 Zone andVCS T2/3Switchyards' Activities - Rev00 - C-5059	10-Nov-16	01-Dec-16	10-Feb-17	01-Mar-17
 VCB-SAP-0999Aa	J1.OD&P	Performance Improvement - Rev00 - Preparation	20-Oct-16	14-Nov-16	20-Oct-16	21-Nov-16
 VCB-SAP-0999Ab	J1.OD&P	Performance Improvement - Rev00 - Draft (no review needed)	15-Nov-16	16-Dec-16	22-Nov-16	23-Feb-17
 VCB-SAP-0999Bd	J1.OD&P	CR Review Team - Rev00 - Approval	29-Sep-16	28-Nov-16	29-Sep-16	06-Dec-16
 VCB-SAP-0999Cd	J1.OD&P	Management Review Team (MRT) - Rev00 - Approval	29-Sep-16	28-Nov-16	29-Sep-16	06-Dec-16
 VCB-SAP-0999d	J1.OD&P	Corrective action program - Rev00 - Approval	29-Sep-16	28-Nov-16	29-Sep-16	06-Dec-16
 VCB-SAP-0999d-capg	J1.OD&P	CAPG-01 Corrective action program GUIDELINES - Rev00 - Approval	29-Sep-16	08-Nov-16	29-Sep-16	23-Feb-17
 VCB-SAP-0999d-capg2	J1.OD&P	CAPG-02 CAP Problem Identification and Resolution and Outage Guidelines - Rev00 - Approval	29-Sep-16	08-Nov-16	29-Sep-16	23-Feb-17
 VCB-SAP-0999Da	J1.OD&P	Quality Assurance Finding Resolution and Escalation - Rev00 - Preparation	20-Oct-16	14-Nov-16	20-Oct-16	21-Nov-16
