	Activity ID	Activity Name	T+1 Start (BL1)	T+1 Finish (BL1)	T-0 Start (BL0)	T-0 Finish (BL0)	rsrc_id	rsrc_name	no_change_start	no_change_finish	moved_out_start	moved_out_finish	T-0 Start (BL0)	T-0 Finish (BL0)
162	 BDSFID115	Load Work-In-Progress Equipment List into Database	2016-11-01	2016-11-01	2016-11-01	2016-11-01	PSE-36	Yang-PSE ER	True	True	False	False	True	True
163	 BDSMR1020	MR Function Scoping and Component Mapping	2016-10-26	2016-11-04	2016-10-26	2016-12-02	PSE-37	Sonnett-PSE PM/MR	False	False	False	True	False	False
164	 BDSMR1030	Provide System PRA Data	2016-11-04	2016-11-11	2016-12-09	2016-12-16	E67	Sajjad-PRA	False	False	True	True	False	False
165	 BDSMR1220	SCE&G MR Safety Significance Determination	2016-11-07	2016-11-07	2016-12-19	2016-12-19	PSE-37	Sonnett-PSE PM/MR	False	False	True	True	False	False
166	 BDSMR1230	SCE&G MR  Expert Panel Review	2016-11-18	2016-11-28	2016-12-28	2017-01-04	PSE-37	Sonnett-PSE PM/MR	False	False	True	True	False	False
167	 BDSMR1290	SCE&G  MR Expert Panel Meeting	2016-11-29	2016-11-29	2017-01-05	2017-01-05	PSE-37	Sonnett-PSE PM/MR	False	False	True	True	False	False
168	 BDSMR1330	MR Performance Criteria Expert Panel Comment Resolution	2016-11-30	2016-12-06	2017-01-06	2017-01-12	PSE-37	Sonnett-PSE PM/MR	False	False	True	False	False	False
169	 BDSMR1420	SCE&G MR Perf. Criteria Development	2016-11-14	2016-11-17	2016-12-20	2016-12-27	PSE-37	Sonnett-PSE PM/MR	False	False	True	True	False	False
170	 BLDG 338 F DRILL	Obtain & Validate Fire Drill Record for BLDG 338 (Awaiting WECTEC DOCS)	2016-11-14	2016-11-17	2016-12-01	2016-12-06	PSE08	Earnest-PSE	False	False	True	True	False	False
171	 BLDG 338 FHA Verify	Verify the Building 338 Against Fire Hazard Analysis (VSG-0000-AF-800000) (Awaiting 338 Completion)	2016-11-09	2016-11-15	2016-11-25	2016-11-28	PSE08	Earnest-PSE	True	True	False	False	True	True
172	 BLDG 338 FPFS	Verify Fire Protection Features Documentation, Hydro Test, Detection Sys Commissioning (Awaiting WECTEC DOCS)	2016-10-21	2016-11-07	2016-10-21	2016-12-07	PSE08	Earnest-PSE	False	False	False	True	False	False
173	 BLDG 338 Pre-Plan	Verify Fire Pre-Plan for BLDG 338 (Awaiting WECTEC DOCS)	2016-11-09	2016-11-10	2016-12-01	2016-12-02	PSE08	Earnest-PSE	False	False	True	True	False	False
174	 Bldg 338 ReqV	NRC/NEIL Requirements for Bldg 338 Acceptance have been Verified	2016-11-18	2016-11-18	2016-12-08	2016-12-08	PSE08	Earnest-PSE	False	False	True	True	False	False
175	 BLDG 338 Verify	Inspect Building 338 for Fire Protection Condition (Awaiting 338 Completion)	2016-11-09	2016-11-15	2016-11-25	2016-11-28	PSE08	Earnest-PSE	True	True	False	False	True	True
176	 BLDG338 IA	Sign and Formally Transmit Interface Agreement (Hugh Edwards)	2016-07-08	2016-11-01	2016-07-08	2016-11-01	PSE08	Earnest-PSE	False	True	False	False	False	True
177	 CASFEG1030	SCE&G Initial Review of FEG Mapping	2016-11-30	2016-12-06	2017-01-06	2017-01-12	PSE-34	Dao-PSE FEG	False	False	True	False	False	False
178	 CASMR1230	SCE&G MR  Expert Panel Review	2016-11-07	2016-11-11	2016-11-11	2016-12-07	PSE-37	Sonnett-PSE PM/MR	True	False	False	True	True	False
179	 CASMR1290	SCE&G  MR Expert Panel Meeting	2016-11-14	2016-11-14	2016-12-08	2016-12-08	PSE-37	Sonnett-PSE PM/MR	False	False	True	True	False	False
180	 CASMR1330	MR Performance Criteria Expert Panel Comment Resolution	2016-11-16	2016-11-22	2016-12-16	2016-12-22	PSE-37	Sonnett-PSE PM/MR	False	False	True	True	False	False
181	 ChemTrn T2D-E	Tier 2D-B discipline (class 2) Chem Training Implement	2016-11-14	2016-12-16	2016-11-28	2017-03-31	TC	Trn Chem	True	False	False	False	True	False
182	 CMIS C1020	Information Turnover Phase II User Acceptance Test Development	2017-10-02	2018-02-27	2016-11-28	2017-04-24	DE10	Richardson-DE	False	False	False	False	True	False
183	 CMMS100	CMMS Web(for ITP and CR upgrade) Training Development	2016-07-01	2016-11-07	2016-07-01	2016-11-01	IST	IST	False	True	False	False	False	True
184	 CMMS110	CMMS Web(for ITP and CR Upgrade) Customer Testing/Acceptance	2016-07-05	2016-11-07	2016-07-05	2016-11-21	IST	IST	False	True	False	False	False	True
185	 CMMS120	LOTO Module Testing	2016-08-01	2016-11-08	2016-08-01	2016-12-01	O1	OPs	False	False	False	True	False	False
186	 CMMS130	Condition Report - Module Testing	2016-10-20	2016-11-07	2016-10-20	2016-11-07	J1	OD&P	False	True	False	False	False	True
187	 CMMS150	CMMS Web(for ITP and CR Upgrade) Training	2016-10-12	2016-11-21	2016-10-12	2016-11-21	IST	IST	False	True	False	False	False	True
188	 CMMS170	Preventive Maintenance Module Testing	2016-10-20	2016-11-03	2016-10-20	2016-11-01	P1	POM	False	True	False	False	False	True
189	 CMMS180	CMMS Web (For ITP and CR Upgrade) Go-Live	2016-11-28	2016-11-28	2016-12-06	2016-12-06	IST	IST	False	False	True	True	False	False
190	 CR 15-00604-6	Develop the necessary qualification cards/TMW's to support accreditation. This action includes inputing them into the	2016-11-01	2016-12-21	2016-12-01	2017-01-23	TG	Trn Eng	False	False	True	False	False	False
191	 CR 15-00606-2	In conjunction with the electrical maintenance line organization, assist in developing the authorized OJT/TPE/TMW	2016-04-01	2016-11-10	2016-04-01	2017-01-26	TEI	Elec Trn Instructor	False	False	False	True	False	False
192	 CR 16-00644es	Develop Program Descriptions	2016-07-22	2016-11-03	2016-07-22	2016-11-30	TG	Trn Eng	False	True	False	False	False	True
193	 CR 16-00645es	Develop and Input Qualification Structure into Plateau Database	2016-07-29	2016-11-04	2016-07-29	2016-11-30	TG	Trn Eng	False	True	False	False	False	True
194	 DASFEG1010	FEG Data Table and Drawing Development	2016-10-26	2016-11-08	2016-10-26	2016-11-08	PSE-34	Dao-PSE FEG	False	True	False	False	False	True
195	 DASFEG1030	SCE&G Initial Review of FEG Mapping	2016-11-11	2016-11-17	2016-12-28	2017-01-04	DM05	DM Ops	False	False	True	True	False	False
196	 DASFEG1040	FEG Review Comment Incorporation	2016-11-21	2016-11-29	2017-01-06	2017-01-12	PSE-34	Dao-PSE FEG	False	False	True	True	False	False
197	 DASFID130	SCE&G Component Classification	2016-11-14	2016-11-29	2016-12-29	2017-01-12	PSE-36	Yang-PSE ER	False	False	True	True	False	False
198	 DASFID147	SCE&G  Review and Resolve Comments for SNC Component Classification	2016-11-30	2016-12-01	2017-01-13	2017-01-16	PSE-36	Yang-PSE ER	False	False	True	False	False	False
199	 DASMR1230	SCE&G MR  Expert Panel Review	2016-11-04	2016-11-10	2016-11-11	2016-12-07	PSE-37	Sonnett-PSE PM/MR	True	False	False	True	True	False
200	 DASMR1290	SCE&G  MR Expert Panel Meeting	2016-11-11	2016-11-11	2016-12-08	2016-12-08	PSE-37	Sonnett-PSE PM/MR	False	False	True	True	False	False
201	 DASMR1330	MR Performance Criteria Expert Panel Comment Resolution	2016-11-15	2016-11-21	2016-12-12	2016-12-16	PSE-37	Sonnett-PSE PM/MR	False	False	True	True	False	False
202	 ECSMR1330	MR Performance Criteria Expert Panel Comment Resolution	2016-10-31	2016-11-04	2016-10-31	2016-12-01	PSE-37	Sonnett-PSE PM/MR	False	False	False	True	False	False
203	 EDSFEG1030	SCE&G Initial Review of FEG Mapping	2016-11-04	2016-11-10	2016-12-16	2016-12-22	DM05	DM Ops	False	False	True	True	False	False
204	 EDSFID130	SCE&G Component Classification	2016-11-10	2017-01-03	2016-11-10	2017-02-22	PSE-36	Yang-PSE ER	True	False	False	False	True	False
205	 EDSMR1330	MR Performance Criteria Expert Panel Comment Resolution	2016-10-26	2016-11-14	2016-10-26	2016-12-16	PSE-37	Sonnett-PSE PM/MR	False	False	False	True	False	False
206	 ElecTrnT2D-C	Tier 2D -B discipline (class 2) Elec Training Implement	2016-11-07	2017-03-10	2016-11-07	2017-03-10	TEI	Elec Trn Instructor	True	False	False	False	True	False
207	 ELSMR1230	SCE&G MR  Expert Panel Review	2016-10-26	2016-11-04	2016-10-26	2016-11-04	PSE-37	Sonnett-PSE PM/MR	False	True	False	False	False	True
208	 ELSMR1290	SCE&G  MR Expert Panel Meeting	2016-11-07	2016-11-07	2016-11-11	2016-11-11	PSE-37	Sonnett-PSE PM/MR	True	True	False	False	True	True
209	 ELSMR1330	MR Performance Criteria Expert Panel Comment Resolution	2016-11-08	2016-11-14	2016-11-18	2016-12-01	PSE-37	Sonnett-PSE PM/MR	True	False	False	True	True	False
210	 EngCT1604c	CT-Fourth Quarter- Eng Continuing Training	2016-11-28	2016-12-02	2017-01-05	2017-01-11	TG	Trn Eng	False	False	True	False	False	False
211	 EngCT1604dev	CT-Fourth Quarter- Eng Continuing Training - dev	2016-11-01	2016-11-28	2016-12-01	2017-01-05	TG	Trn Eng	False	False	True	True	False	False
212	 EP1042	Vendor develop multi unit, multi release point Midas (software) upgrade	2016-10-14	2016-11-11	2016-10-14	2016-11-15	EP2	EP	False	True	False	False	False	True
213	 EP1054	Validation of WEBEOC boards	2016-05-20	2016-11-03	2016-05-20	2016-12-15	EP2	EP	False	False	False	True	False	False
214	 EP1070	Develop & Submit TSC HVAC 50.54(q)	2016-11-14	2017-02-01	2017-01-12	2017-03-27	EP2	EP	False	False	True	False	False	False
215	 EQ-100	DAS-VBR-003-EQ VCS Qualification Review	2016-10-26	2016-12-14	2016-10-26	2016-11-29	PSE22	Garrett-PSE	False	False	False	False	False	True
216	 EQ-109	DS01-EQ VCS Qualification Review	2016-11-01	2016-11-14	2016-11-01	2016-11-17	PSE22	Garrett-PSE	True	True	False	False	True	True
217	 EQ-134	JE52NLI-EQ Qualification Review	2016-10-28	2016-11-10	2016-10-28	2016-12-05	PSE22	Garrett-PSE	False	False	False	True	False	False
218	 EQ-135	JE52SMT-EQ Qualification Review	2016-10-05	2016-11-18	2016-10-05	2016-12-05	PSE22	Garrett-PSE	False	False	False	True	False	False
219	 EQ-139	JW03-EQ VCS Qualification Review	2016-11-01	2016-11-14	2016-11-01	2016-11-14	PSE22	Garrett-PSE	True	True	False	False	True	True
220	 EQ-142	MP01-EQ Qualification Review	2016-10-05	2016-11-30	2016-10-05	2017-01-03	PSE22	Garrett-PSE	False	False	False	True	False	False
221	 EQ-154	PV01-EQ Qualification Review	2016-11-01	2016-11-14	2016-11-01	2016-12-05	PSE22	Garrett-PSE	True	False	False	True	True	False
222	 EQ-159	PV10-EQ VCS Qualification Review	2016-11-01	2016-11-14	2016-11-01	2016-12-06	PSE22	Garrett-PSE	True	False	False	True	True	False
223	 EQ-160	PV11-EQ Qualification Review	2016-10-05	2016-11-18	2016-10-05	2016-12-05	PSE22	Garrett-PSE	False	False	False	True	False	False
224	 EQ-161	PV13-EQ Qualification Review	2016-11-07	2016-11-18	2017-01-03	2017-01-09	PSE22	Garrett-PSE	False	False	True	True	False	False
225	 EQ-165	PV16-EQ1 Qualification Review	2017-01-03	2017-01-16	2016-11-14	2017-01-03	PSE22	Garrett-PSE	False	False	False	False	True	False
226	 EQ-168	PV18-EQ Qualification Review	2016-11-07	2016-11-18	2016-11-14	2017-01-03	PSE22	Garrett-PSE	True	False	False	True	True	False
227	 EQ-169	PV20-EQ Qualification Review	2016-10-05	2016-11-23	2016-10-05	2017-01-03	PSE22	Garrett-PSE	False	False	False	True	False	False
228	 EQ-172	PV64-EQ Qualification Review	2016-11-07	2016-11-18	2016-11-01	2017-01-03	PSE22	Garrett-PSE	True	False	False	True	True	False
229	 EQ-177	PV69-EQ Qualification Review	2016-11-07	2016-12-21	2016-11-07	2017-01-03	PSE22	Garrett-PSE	True	False	False	False	True	False
230	 EQ-178	PV70-EQ Qualification Review	2016-10-05	2016-11-14	2016-10-05	2017-01-03	PSE22	Garrett-PSE	False	False	False	True	False	False
231	 EQSSPV1040	SCE&G Review of SNC SPV Fault Tree	2016-11-01	2016-11-02	2016-11-01	2016-11-02	PSE-36	Yang-PSE ER	True	True	False	False	True	True
232	 EQSSPV1041	SCE&G SPV Identification (Fault Tree Analysis)	2016-11-01	2016-11-02	2016-11-01	2016-11-02	DM05	DM Ops	True	True	False	False	True	True
233	 EQSSPV1070	SPV Mitigation Strategy Development	2016-11-15	2016-11-15	2016-11-30	2016-11-30	PSE-36	Yang-PSE ER	True	True	False	False	True	True
234	 EQSSPV1110	Update Component Classification with New SPV's	2016-11-11	2016-11-14	2016-11-18	2016-11-29	PSE-36	Yang-PSE ER	True	True	False	False	True	True
235	 FATP-PSO-6	PSO FATP Revision for Review	2016-11-01	2016-11-07	2016-11-11	2016-11-17	P3	WWM	True	True	False	False	True	True
236	 FATP-PSO-7	PSO FATP Revised and Updated	2016-11-07	2016-11-14	2016-11-17	2016-11-18	P3	WWM	True	True	False	False	True	True
237	 FATP-PSO-8	PSO FATP Revision to GMOR for Approval	2016-11-14	2016-11-14	2016-11-18	2016-11-18	P3	WWM	True	True	False	False	True	True
238	 FATP-QS-1	QS FATP Revision for Review	2016-10-21	2016-11-17	2016-10-21	2016-12-07	DM06	DM QS	False	False	False	True	False	False
239	 FATP-QS-2	QS FATP Revised and Updated	2016-11-17	2016-12-07	2016-12-07	2016-12-27	DM06	DM QS	False	False	True	False	False	False
240	 FPP Assess5	FPP Assessment Team Publish Results	2016-10-27	2016-11-04	2016-10-27	2016-11-23	PSE15	Danielsen-PSE	False	True	False	False	False	True
241	 FPP SNM Ready	FPP Meets LC 2.d(10)(e).2 Ready for NRC Inspection	2016-11-18	2016-11-18	2016-12-08	2016-12-08	PSE08	Earnest-PSE	False	False	True	True	False	False
242	 FPSFID115	Load Work-In-Progress Equipment List into Database	2016-11-01	2016-11-01	2016-11-01	2016-11-01	PSE-36	Yang-PSE ER	True	True	False	False	True	True
243	 FPSMR1230	SCE&G MR  Expert Panel Review	2016-11-04	2016-11-10	2017-01-09	2017-01-13	PSE-37	Sonnett-PSE PM/MR	False	False	True	True	False	False
244	 FPSMR1290	SCE&G  MR Expert Panel Meeting	2016-11-11	2016-11-11	2017-01-16	2017-01-16	PSE-37	Sonnett-PSE PM/MR	False	False	True	True	False	False
245	 FPSMR1330	MR Performance Criteria Expert Panel Comment Resolution	2016-11-23	2016-12-01	2017-01-18	2017-01-24	PSE-37	Sonnett-PSE PM/MR	False	False	True	False	False	False
246	 GENPMOC1020	PMOC Charter Approved through Department Managers(VCB-SAP-0143)	2016-07-11	2016-11-01	2016-07-11	2016-11-01	PSE32	Sonnett-PSE	False	True	False	False	False	True
247	 GMP-100.031d	TUBING FABRICATION AND INSTALLATION - Rev00 - Approval	2016-10-07	2016-11-17	2016-10-07	2016-12-07	MIR	IC supv	False	False	False	True	False	False
248	 HPCT1602f	CT-Third Quarter - HP Continuing Training	2016-11-28	2016-12-05	2016-11-28	2016-12-05	TH	Trn HP	True	False	False	False	True	False
249	 HPCT1701dev	CT-1701- HP Continuing Training - dev	2016-11-11	2017-01-13	2016-12-01	2017-01-26	TH	Trn HP	False	False	True	False	False	False
250	 I&CTrnT2D-B	Tier 2D -B discipline (class 2) I&C Training Implement	2016-11-28	2017-02-20	2016-11-28	2017-02-20	TICI	I&C Trn Instructor	True	False	False	False	True	False
251	 IAUR-10	Ensure Training Program Owners Available as Contacts during Sequester Week	2016-11-01	2016-11-10	2016-11-18	2016-11-21	DM21	Supv M&T Trn	True	True	False	False	True	True
252	 IAUR-11	Assign ATV Coordinator	2016-11-11	2016-11-14	2016-11-18	2016-11-21	DM21	Supv M&T Trn	True	True	False	False	True	True
253	 IAUR-12	Distribute Final Draft for Final Review and Approval	2016-11-15	2016-11-15	2016-11-18	2016-11-21	DM21	Supv M&T Trn	True	True	False	False	True	True
254	 IAUR-13	Submit Approved IAUR to INPO	2016-11-16	2016-11-16	2016-11-18	2016-11-21	DM21	Supv M&T Trn	True	True	False	False	True	True
255	 IAUR-14	Submit ATV Data to INPO	2016-11-17	2016-11-17	2016-11-18	2016-11-21	DM21	Supv M&T Trn	True	True	False	False	True	True
256	 IAUR-15	ATV Date	2016-11-29	2016-12-06	2016-11-28	2016-12-02	DM21	Supv M&T Trn	True	False	False	False	True	False
257	 IDSFID115	Load Work-In-Progress Equipment List into Database	2016-11-14	2016-11-14	2016-11-14	2016-11-14	PSE-36	Yang-PSE ER	True	True	False	False	True	True
258	 IDSMR1020	MR Function Scoping and Component Mapping	2016-11-14	2016-11-16	2016-11-14	2016-12-06	PSE-37	Sonnett-PSE PM/MR	True	False	False	True	True	False
259	 IDSMR1030	Provide System PRA Data	2016-12-06	2016-12-13	2016-11-28	2016-12-05	E65	Tampas-PRA	False	False	False	False	True	False
260	 IDSMR1220	SCE&G MR Safety Significance Determination	2016-11-17	2016-11-17	2016-12-07	2016-12-07	PSE-37	Sonnett-PSE PM/MR	False	False	True	True	False	False
261	 INPO ATV-jun	INPO ATV	2016-11-28	2016-12-09	2016-11-28	2016-12-09	TO	Trn Ops	True	False	False	False	True	False
262	 LATT-1084	Retain Portable Pump with Adequate Fuel Capacity	2016-11-01	2016-11-07	2016-12-01	2016-12-07	PSE34	FP-PSE	False	False	True	True	False	False
263	 LATT-1086	Fire Protection System Strategy: Post Event	2016-11-01	2016-11-14	2016-12-01	2016-12-14	PSE34	FP-PSE	False	False	True	True	False	False
264	 LOR-1506	LOR-15-06	2016-11-01	2016-12-12	2016-12-01	2017-01-19	TO	Trn Ops	False	False	True	False	False	False
265	 LOR-Exam 1507 dev	LOR-Exam dev 15-07	2016-11-09	2016-12-12	2016-12-09	2017-01-19	TO	Trn Ops	False	False	True	False	False	False
266	 MechdevT2-2340	Draft - SC-MM-218-L2	2016-11-01	2016-11-11	2017-03-01	2017-03-24	TMI	Mech Trn Instructor	False	False	True	True	False	False
267	 MechdevT2-2400	Final Draft - SC-MM-218-L2	2016-11-15	2016-11-16	2017-03-28	2017-03-29	TMI	Mech Trn Instructor	False	False	True	True	False	False
268	 MechdevT2-5040	Draft - SC-MM-223-C	2016-11-01	2016-11-11	2017-01-09	2017-01-30	TMI	Mech Trn Instructor	False	False	True	True	False	False
269	 MechdevT2-5050	Final Draft - SC-MM-223-C	2016-11-15	2016-11-16	2017-02-02	2017-02-02	TMI	Mech Trn Instructor	False	False	True	True	False	False
270	 MechdevT2-5790	Draft - SC-MM-221-C2	2016-11-01	2016-11-11	2017-01-09	2017-01-30	TMI	Mech Trn Instructor	False	False	True	True	False	False
271	 MechdevT2-5810	Final Draft - SC-MM-221-C2	2016-11-15	2016-11-16	2017-02-02	2017-02-02	TMI	Mech Trn Instructor	False	False	True	True	False	False
272	 MechdevT2-5880	Draft - SC-MM-221-C1	2016-11-01	2016-11-11	2017-01-09	2017-01-30	TMI	Mech Trn Instructor	False	False	True	True	False	False
273	 MechdevT2-5890	Final Draft - SC-MM-221-C1	2016-11-15	2016-11-16	2017-02-02	2017-02-02	TMI	Mech Trn Instructor	False	False	True	True	False	False
274	 MechrevT2-8009	SC-MM- class -221-C4 Vacuum Relef Valves - Rev Material	2016-11-01	2016-11-03	2016-11-14	2016-11-15	TMI	Mech Trn Instructor	True	True	False	False	True	True
275	 MechrevT2-8010	SC-MM- class -221-C5 Reach Rod Maintenance - Rev Material	2016-11-04	2016-11-08	2016-11-14	2016-11-15	TMI	Mech Trn Instructor	True	True	False	False	True	True
276	 MechrevT2-8011	SC-MM-228-C Gauge Glass Maintenance - Rev Material	2016-11-09	2016-11-11	2016-11-14	2016-11-15	TMI	Mech Trn Instructor	True	True	False	False	True	True
277	 MechrevT2-8012	SC-MM-228-L Gauge Glass Maintenance - Rev Material	2016-11-14	2016-11-16	2016-11-14	2016-11-15	TMI	Mech Trn Instructor	True	True	False	False	True	True
278	 MechRevT2-9004	SC-MM-203-001 - Perform Laser Alignment - T&Q Guide Revision	2017-01-23	2017-01-25	2016-11-21	2016-11-23	TMD	Mech Trn Development	False	False	False	False	True	True
279	 MechRevT2-9011	SC-MM-218-001 - Conduct External Pump Inspection - T&Q Guide Revision	2017-02-17	2017-02-22	2016-11-14	2016-11-15	TMD	Mech Trn Development	False	False	False	False	True	True
